ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11243268,JB167760,01/01/2017 12:01:00 AM,047XX N CLARK ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,1913,019,47,3,17,,,2017,09/13/2018 03:56:52 PM,,,,,,,,,,,
11241640,JB166009,10/13/2017 09:00:00 AM,019XX E 72ND PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0333,003,5,43,06,,,2017,02/27/2018 03:59:52 PM,,,,,,,,,,,
11230640,JB152083,12/04/2017 12:00:00 AM,035XX S MICHIGAN AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,GOVERNMENT BUILDING/PROPERTY,true,false,0213,002,3,35,26,,,2017,04/12/2018 03:55:17 PM,,,,,,,,,,,
11160773,JA515078,11/17/2017 09:45:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,true,false,1134,011,24,29,18,,,2017,02/17/2018 03:52:55 PM,,,,,,,,,,,
11227287,JB147188,10/08/2017 03:00:00 AM,092XX S RACINE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,2222,022,21,73,02,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11227583,JB147595,03/28/2017 02:00:00 PM,026XX W 79TH ST,0620,BURGLARY,UNLAWFUL ENTRY,OTHER,false,false,0835,008,18,70,05,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11227293,JB147230,09/09/2017 08:17:00 PM,060XX S EBERHART AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,0313,003,20,42,06,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11227634,JB147599,08/26/2017 10:00:00 AM,001XX W RANDOLPH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,false,false,0122,001,42,32,02,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11227508,JB146365,01/01/2017 12:01:00 AM,027XX S WHIPPLE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1033,010,12,30,02,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11022695,JA353568,07/17/2017 10:10:00 AM,021XX W MC LEAN AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1432,014,32,22,06,,,2017,07/24/2017 03:54:23 PM,,,,,,,,,,,
11227633,JB147500,12/28/2017 03:55:00 PM,011XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0123,001,2,32,11,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11227586,JB147613,02/10/2017 12:00:00 PM,089XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0633,006,8,44,14,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11227475,JB147314,11/22/2017 02:42:00 AM,056XX N CHRISTIANA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,1711,017,39,13,26,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11036284,JA370282,07/29/2017 03:40:00 PM,014XX W Devon Ave,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,2432,024,40,1,06,,,2017,08/05/2017 03:50:08 PM,,,,,,,,,,,
11227509,JB146413,01/22/2017 12:01:00 AM,079XX S JEFFERY BLVD,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,false,false,0414,004,8,46,20,,,2017,02/11/2018 03:57:41 PM,,,,,,,,,,,
11227407,JB147329,10/14/2017 12:01:00 AM,037XX N SOUTHPORT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1922,019,44,6,11,,,2017,02/22/2018 03:56:47 PM,,,,,,,,,,,
