ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11029673,JA361846,01/24/2009 06:00:00 PM,024XX W 46TH ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,true,false,0922,009,12,58,20,,,2009,02/08/2018 03:48:45 PM,,,,,,,,,,,
11031226,JA362537,08/04/2009 12:00:00 PM,073XX S YATES BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0334,003,7,43,11,,,2009,07/26/2017 03:56:50 PM,,,,,,,,,,,
11030960,JA363404,01/01/2009 12:00:00 AM,007XX W 81ST ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,true,false,0621,006,21,71,02,,,2009,10/28/2017 03:50:55 PM,,,,,,,,,,,
11045871,JA380971,01/02/2009 04:00:00 PM,028XX S DR MARTIN LUTHER KING JR DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0133,001,4,35,11,,,2009,08/08/2017 03:53:58 PM,,,,,,,,,,,
11046665,JA381950,01/01/2009 12:00:00 AM,032XX W 65TH ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0831,008,17,66,17,,,2009,11/10/2018 04:02:39 PM,,,,,,,,,,,
11865717,JC478455,01/01/2009 03:00:00 PM,086XX S SAGINAW AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0423,004,7,46,11,,,2009,10/20/2019 04:03:03 PM,,,,,,,,,,,
11032940,JA365596,07/10/2009 09:00:00 AM,038XX W HURON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1122,011,27,23,11,,,2009,07/28/2017 03:47:55 PM,,,,,,,,,,,
11047604,JA382838,01/01/2009 12:00:00 AM,029XX S STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0133,001,3,35,11,,,2009,08/09/2017 03:51:49 PM,,,,,,,,,,,
7153921,HR562323,09/29/2009 12:00:00 PM,013XX N CLARK ST,0810,THEFT,OVER $500,STREET,false,false,1824,018,42,8,06,,,2009,08/17/2015 03:03:40 PM,,,,,,,,,,,
7265169,HR679482,12/08/2009 10:45:00 AM,039XX S WELLS ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0925,009,3,37,18,,,2009,08/17/2015 03:03:40 PM,,,,,,,,,,,
7171329,HR581713,10/10/2009 09:50:00 PM,024XX W NORTH SHORE AVE,0810,THEFT,OVER $500,STREET,false,false,2412,024,50,2,06,,,2009,08/17/2015 03:03:40 PM,,,,,,,,,,,
11050095,JA385802,03/02/2009 12:00:00 PM,092XX S SAGINAW AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0423,004,7,48,11,,,2009,08/11/2017 03:53:43 PM,,,,,,,,,,,
11232463,JB154315,12/01/2009 12:00:00 PM,060XX S MENARD AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,0812,008,13,64,02,,,2009,02/17/2018 03:55:23 PM,,,,,,,,,,,
11038365,JA372577,06/17/2009 09:00:00 AM,007XX W 118TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0524,005,34,53,11,,,2009,08/02/2017 03:54:51 PM,,,,,,,,,,,
11238698,JB162477,02/09/2009 08:00:00 AM,014XX W BIRCHWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,NURSING HOME/RETIREMENT HOME,false,false,2422,024,49,1,11,,,2009,02/24/2018 03:54:24 PM,,,,,,,,,,,
11241041,JB165878,01/01/2009 12:01:00 AM,016XX N KILDARE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2534,025,30,23,11,,,2009,02/27/2018 03:59:52 PM,,,,,,,,,,,
11709415,JC290202,01/01/2009 12:01:00 AM,044XX S OAKENWALD AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0222,002,4,39,06,,,2009,06/04/2019 04:10:41 PM,,,,,,,,,,,
12529871,JE431798,01/27/2009 12:00:00 AM,054XX N VIRGINIA AVE,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,false,true,2011,020,40,4,02,,,2009,09/07/2022 04:47:51 PM,,,,,,,,,,,
11615919,JC176746,08/03/2009 10:00:00 AM,008XX W GRACE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1923,019,46,6,11,,,2009,03/08/2019 04:36:43 PM,,,,,,,,,,,
11622130,JC184595,04/19/2009 07:00:00 AM,060XX N CLAREMONT AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,true,true,2413,024,40,2,17,,,2009,05/02/2019 04:15:03 PM,,,,,,,,,,,
11622903,JC185264,12/01/2009 11:00:00 AM,024XX N LOREL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2515,025,30,19,11,,,2009,03/15/2019 04:20:49 PM,,,,,,,,,,,
10593547,HZ344935,11/11/2009 12:01:00 AM,021XX N PARKSIDE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2515,025,29,19,20,,,2009,07/21/2016 03:55:21 PM,,,,,,,,,,,
10811867,JA111014,11/20/2009 09:00:00 PM,014XX W NORTH SHORE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,2432,024,40,1,02,,,2009,01/11/2017 03:52:20 PM,,,,,,,,,,,
