ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11042914,JA374555,01/01/2008 12:01:00 AM,011XX S WHIPPLE ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,1134,011,28,29,02,,,2008,08/19/2017 03:48:07 PM,,,,,,,,,,,
11646447,JC213946,10/24/2008 02:30:00 PM,036XX N NARRAGANSETT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1633,016,36,17,11,,,2008,04/07/2019 04:05:59 PM,,,,,,,,,,,
11031104,JA362043,07/24/2008 12:01:00 AM,031XX W FILLMORE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,false,true,1134,011,24,29,17,,,2008,07/26/2017 03:56:50 PM,,,,,,,,,,,
11229652,JB146448,01/01/2008 12:01:00 AM,018XX N KEELER AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,2534,025,30,20,02,,,2008,02/14/2018 03:52:17 PM,,,,,,,,,,,
6100076,HP196422,02/26/2008 12:00:00 AM,075XX N OAKLEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2411,024,49,2,07,,,2008,08/17/2015 03:03:40 PM,,,,,,,,,,,
6329138,HP422605,06/28/2008 11:00:00 PM,048XX N BROADWAY,0810,THEFT,OVER $500,STREET,false,false,2033,020,48,3,06,,,2008,08/17/2015 03:03:40 PM,,,,,,,,,,,
6400477,HP485201,07/31/2008 04:30:00 AM,078XX S UNION AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0621,006,17,71,04B,,,2008,08/17/2015 03:03:40 PM,,,,,,,,,,,
6421103,HP505515,08/08/2008 11:00:00 PM,065XX N NASHVILLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1611,016,41,10,14,,,2008,08/17/2015 03:03:40 PM,,,,,,,,,,,
6534949,HP599238,09/23/2008 06:30:00 AM,039XX S ROCKWELL ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0912,009,12,58,06,,,2008,08/17/2015 03:03:40 PM,,,,,,,,,,,
11649990,JC217271,12/21/2008 11:10:00 AM,047XX S ST LAWRENCE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0223,002,4,38,11,,,2008,04/10/2019 04:14:14 PM,,,,,,,,,,,
11037459,JA371175,01/01/2008 09:00:00 AM,026XX W ARMITAGE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1431,014,1,22,11,,,2008,08/01/2017 03:52:26 PM,,,,,,,,,,,
11655016,JC224338,03/01/2008 12:00:00 AM,075XX S PAXTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0414,004,7,43,11,,,2008,04/15/2019 04:11:49 PM,,,,,,,,,,,
11245169,JB171212,10/02/2008 09:00:00 AM,018XX S ST LOUIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1021,010,24,29,11,,,2008,03/03/2018 03:54:43 PM,,,,,,,,,,,
